"job_id","title_vi","description_vi","skills_vi","riasec_centroid_json","tags_vi"
"19-4092.00","Các kỹ thuật viên khoa học pháp y","Thu thập, xác định, phân loại và phân tích bằng chứng vật lý liên quan đến các cuộc điều tra tội phạm. Thực hiện thử nghiệm về vũ khí hoặc chất, chẳng hạn như chất xơ, tóc và mô để xác định tầm quan trọng của việc điều tra. Có thể làm chứng như là nhân chứng chuyên gia về bằng chứng hoặc kỹ thuật phòng thí nghiệm tội phạm. Có thể làm chuyên gia trong lĩnh vực chuyên môn, chẳng hạn như đạn đạo, vân tay, chữ viết tay hoặc hóa học sinh học.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|khoa học|giao tiếp nói|viết","[0.7185714285714286, 0.8728571428571429, 0.2571428571428572, 0.2414285714285714, 0.24428571428571427, 0.72]","Khoa học tự nhiên|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|khoa học|giao tiếp nói|viết"
"19-4099.01","Các nhà phân tích kiểm soát chất lượng","Thực hiện các thử nghiệm để xác định chất lượng của nguyên liệu thô, sản phẩm trung gian và sản phẩm hoàn chỉnh.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|toán học|giám sát|giám sát vận hành|phân tích kiểm soát chất lượng|đọc hiểu|giao tiếp nói|viết","[0.58, 0.7085714285714285, 0.16, 0.16999999999999998, 0.3457142857142857, 0.8328571428571429]","Khoa học tự nhiên|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|toán học|giám sát|giám sát vận hành|phân tích kiểm soát chất lượng|đọc hiểu|giao tiếp nói|viết"
"19-4099.03","Kỹ thuật cảm biến từ xa","Sử dụng công nghệ cảm biến từ xa để hỗ trợ các nhà khoa học trong các lĩnh vực như tài nguyên thiên nhiên, lập kế hoạch đô thị hoặc an ninh nội địa.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|toán học|giám sát|đọc hiểu|giao tiếp nói|phân tích hệ thống|viết","[0.7371428571428572, 0.6671428571428571, 0.29, 0.21, 0.23857142857142857, 0.7371428571428572]","Khoa học tự nhiên|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|toán học|giám sát|đọc hiểu|giao tiếp nói|phân tích hệ thống|viết"
"19-5011.00","Các chuyên gia về sức khỏe và an toàn lao động","Xem xét, đánh giá và phân tích môi trường làm việc và thiết kế các chương trình và thủ tục để kiểm soát, loại bỏ và ngăn ngừa bệnh hoặc chấn thương gây ra bởi các tác nhân hóa học, vật lý và sinh học hoặc các yếu tố ergonomic. Có thể tiến hành kiểm tra và thực thi tuân thủ luật pháp và quy định quản lý sức khỏe và an toàn của cá nhân. Có thể được sử dụng trong lĩnh vực công cộng hoặc tư nhân.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|phân tích hệ thống|đánh giá hệ thống|viết","[0.66, 0.7128571428571429, 0.17142857142857143, 0.48142857142857143, 0.4442857142857143, 0.687142857142857]","Khoa học tự nhiên|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|phân tích hệ thống|đánh giá hệ thống|viết"
"19-5012.00","Các kỹ thuật viên về sức khỏe và an toàn lao động","Thu thập dữ liệu về môi trường làm việc để phân tích bởi các chuyên gia về sức khỏe và an toàn lao động. Thực hiện và tiến hành đánh giá các chương trình được thiết kế để hạn chế các rủi ro hóa học, vật lý, sinh học và ergonomic đối với công nhân.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.7671428571428571, 0.7028571428571428, 0.14285714285714285, 0.43, 0.39142857142857146, 0.7557142857142857]","Khoa học tự nhiên|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"21-1011.00","Các nhà tư vấn về lạm dụng ma túy và rối loạn hành vi","Cố vấn và tư vấn cho những người có vấn đề về rượu, thuốc lá, ma túy hoặc các vấn đề khác, chẳng hạn như cờ bạc và rối loạn ăn uống.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.23142857142857146, 0.5428571428571428, 0.3385714285714286, 0.9500000000000001, 0.39, 0.5214285714285715]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1012.00","Các cố vấn và cố vấn về giáo dục, hướng dẫn và nghề nghiệp","Tư vấn và hỗ trợ sinh viên và cung cấp các dịch vụ hướng dẫn giáo dục và nghề nghiệp.","học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.14285714285714285, 0.47285714285714286, 0.48857142857142855, 1.0, 0.6014285714285714, 0.4828571428571428]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1013.00","Các nhà trị liệu hôn nhân và gia đình","Chẩn đoán và điều trị rối loạn tâm thần và cảm xúc, cho dù là nhận thức, cảm xúc hoặc hành vi, trong bối cảnh của hệ thống hôn nhân và gia đình. Sử dụng các lý thuyết và kỹ thuật về hệ thống tâm lý và gia đình trong việc cung cấp dịch vụ cho cá nhân, cặp vợ chồng và các gia đình với mục đích điều trị các rối loạn thần kinh và tâm thần được chẩn đoán như vậy.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.21285714285714286, 0.75, 0.5114285714285715, 0.9028571428571429, 0.26571428571428574, 0.4042857142857143]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1014.00","Các nhà tư vấn về sức khỏe tâm thần","Tư vấn và tư vấn cho cá nhân và nhóm để thúc đẩy sức khỏe tinh thần và cảm xúc tối ưu, tập trung vào phòng ngừa. Có thể giúp mọi người đối phó với một loạt các vấn đề về sức khỏe tâm thần, chẳng hạn như những vấn đề liên quan đến nghiện và lạm dụng ma túy; gia đình, việc nuôi dạy con cái và các vấn nạn hôn nhân; kiểm soát căng thẳng; tự trọng bản thân; hoặc lão hóa.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.18857142857142858, 0.6342857142857143, 0.43714285714285717, 0.9657142857142856, 0.41571428571428576, 0.4928571428571429]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1015.00","Các cố vấn phục hồi","Tư vấn cho các cá nhân để tối đa hóa sự độc lập và khả năng làm việc của những người đối phó với những khó khăn cá nhân, xã hội và nghề nghiệp do các khuyết tật bẩm sinh, bệnh tật, bệnh, tai nạn, lão hóa hoặc căng thẳng của cuộc sống hàng ngày. Điều phối các hoạt động cho cư dân của các cơ sở chăm sóc và điều trị. Đánh giá nhu cầu của khách hàng và thiết kế và thực hiện các chương trình phục hồi chức năng có thể bao gồm tư vấn cá nhân và nghề nghiệp, đào tạo và vị trí làm việc.","lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.1757142857142857, 0.4657142857142857, 0.42714285714285716, 0.9728571428571428, 0.5085714285714286, 0.4657142857142857]","Xã hội học/Tư vấn|lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1021.00","Nhân viên xã hội trẻ em, gia đình và trường học","Cung cấp các dịch vụ xã hội và hỗ trợ để cải thiện chức năng xã hội, tâm lý của trẻ em và gia đình họ và để tối đa hóa hạnh phúc gia đình và chức năng học tập của trẻ. Có thể giúp đỡ cha mẹ, sắp xếp việc nhận nuôi, và tìm nhà nuôi cho trẻ em bị bỏ rơi hoặc bị lạm dụng. Trong trường học, họ giải quyết những vấn đề như mang thai khi còn thiếu niên, hành vi sai trái, và không có chủ ý. Cũng có thể tư vấn cho giáo viên.","lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.24285714285714285, 0.47428571428571425, 0.41428571428571426, 0.9785714285714285, 0.4185714285714286, 0.51]","Xã hội học/Tư vấn|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1022.00","Nhân viên xã hội chăm sóc sức khỏe","Cung cấp cho cá nhân, gia đình và các nhóm sự hỗ trợ tâm lý xã hội cần thiết để đối phó với bệnh mãn tính, cấp tính hoặc tử vong. Các dịch vụ bao gồm tư vấn cho những người chăm sóc gia đình. Cung cấp cho bệnh nhân thông tin và tư vấn, và giới thiệu cho các dịch vụ khác. Ngoài ra có thể cung cấp quản lý trường hợp và chăm sóc hoặc can thiệp được thiết kế để thúc đẩy sức khỏe, ngăn ngừa bệnh tật và giải quyết các rào cản tiếp cận chăm sóc sức khỏe.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.2814285714285714, 0.6057142857142858, 0.33285714285714285, 0.9885714285714285, 0.3614285714285714, 0.43714285714285717]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1023.00","Y tế tâm thần và lạm dụng ma túy Công nhân xã hội","Đánh giá và điều trị những người có vấn đề về tinh thần, cảm xúc hoặc lạm dụng ma túy, bao gồm lạm dụng rượu, thuốc lá và/hoặc ma túc khác. Các hoạt động có thể bao gồm liệu pháp cá nhân và nhóm, can thiệp khủng hoảng, quản lý trường hợp, ủng hộ khách hàng, phòng ngừa và giáo dục.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.24571428571428572, 0.5828571428571429, 0.39714285714285713, 0.9942857142857143, 0.3457142857142857, 0.43571428571428567]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1091.00","Các chuyên gia giáo dục y tế","Cung cấp và quản lý các chương trình giáo dục y tế giúp cá nhân, gia đình và cộng đồng của họ tối đa hóa và duy trì lối sống lành mạnh. Sử dụng dữ liệu để xác định nhu cầu của cộng đồng trước khi lập kế hoạch, thực hiện, giám sát và đánh giá các chương trình được thiết kế để khuyến khích lối sống, chính sách và môi trường lành mạnh. Có thể kết nối các hệ thống y tế, nhà cung cấp dịch vụ sức khỏe, nhà bảo hiểm và bệnh nhân để đáp ứng nhu cầu sức khỏe cá nhân và dân số. Có thể phục vụ như một nguồn lực để hỗ trợ cá nhân, các chuyên gia y tế khác hoặc cộng đồng, và có thể quản lý các nguồn lực tài chính cho các chương trình giáo dục y tế.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết","[0.23428571428571426, 0.7571428571428571, 0.3614285714285714, 0.88, 0.4571428571428572, 0.5685714285714286]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết"
"21-1092.00","Các sĩ quan tạm thời và các chuyên gia điều trị hình sự","Cung cấp các dịch vụ xã hội để hỗ trợ trong việc phục hồi những kẻ phạm pháp bị giam giữ hoặc trong tình trạng tự do hoặc điều kiện tự do. Giới thiệu về các hành động liên quan đến việc xây dựng kế hoạch phục hồi và xử lý tội phạm, bao gồm việc thả theo điều kiện và các quy định về giáo dục và việc làm.","lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.32, 0.4957142857142857, 0.31428571428571433, 0.8042857142857143, 0.5571428571428572, 0.5871428571428572]","Xã hội học/Tư vấn|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1093.00","Các trợ lý dịch vụ xã hội và con người","Giúp các nhà cung cấp dịch vụ xã hội và con người khác trong việc cung cấp các dịch vụ cho khách hàng trong nhiều lĩnh vực khác nhau, chẳng hạn như tâm lý học, phục hồi chức năng hoặc công việc xã hội, bao gồm hỗ trợ cho gia đình. Có thể giúp khách hàng xác định và nhận được các lợi ích và dịch vụ xã hội và cộng đồng có sẵn. Có thể giúp nhân viên xã hội phát triển, tổ chức và tiến hành các chương trình để ngăn ngừa và giải quyết các vấn đề liên quan đến lạm dụng ma túy, mối quan hệ với con người, phục hồi chức năng hoặc chăm sóc phụ thuộc.","lắng nghe tích cực|phối hợp|tư duy phản biện|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.18, 0.39999999999999997, 0.2814285714285714, 0.8714285714285713, 0.5128571428571428, 0.65]","Xã hội học/Tư vấn|lắng nghe tích cực|phối hợp|tư duy phản biện|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-1094.00","Công nhân y tế cộng đồng","Khuyến khích sức khỏe trong cộng đồng bằng cách hỗ trợ các cá nhân áp dụng các hành vi lành mạnh. Phục vụ như một người ủng hộ nhu cầu sức khỏe của cá nhân bằng cách hỗ trợ cư dân cộng đồng trong việc giao tiếp hiệu quả với các nhà cung cấp dịch vụ y tế hoặc cơ quan dịch vụ xã hội. Làm việc như là liên kết hoặc ủng hộ và thực hiện các chương trình thúc đẩy, duy trì và cải thiện sức khỏe cá nhân và cộng đồng tổng thể. Có thể cung cấp các dịch vụ phòng ngừa liên quan đến sức khỏe như huyết áp, glaucoma và kiểm tra thính giác. Có thể thu thập dữ liệu để giúp xác định nhu cầu sức khỏe cộng đồng.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.27714285714285714, 0.4985714285714286, 0.32, 0.9400000000000001, 0.5, 0.48]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-2011.00","Giáo sĩ","Thực hiện việc thờ phượng tôn giáo và thực hiện các chức năng tinh thần khác liên quan đến niềm tin và thực hành của đức tin hoặc giáo phái tôn giáo.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.30142857142857143, 0.3057142857142857, 0.49714285714285716, 0.84, 0.5971428571428571, 0.4042857142857143]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"21-2021.00","Các giám đốc, các hoạt động tôn giáo và giáo dục","Điều phối hoặc thiết kế các chương trình và tiến hành việc tiếp cận để thúc đẩy giáo dục hoặc hoạt động tôn giáo của một nhóm giáo phái. Có thể cung cấp lời khuyên, hướng dẫn và lãnh đạo liên quan đến các vấn đề hôn nhân, sức khỏe, tài chính và tôn giáo.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.14285714285714285, 0.4057142857142857, 0.49000000000000005, 0.9971428571428572, 0.8642857142857142, 0.46]","Xã hội học/Tư vấn|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"23-1011.00","Luật sư","Đại diện cho khách hàng trong các vụ kiện hình sự và dân sự và các thủ tục pháp lý khác, biên soạn các tài liệu pháp lý, hoặc quản lý hoặc tư vấn cho các khách hàng về các giao dịch pháp lý. Có thể chuyên về một lĩnh vực duy nhất hoặc có thể thực hành rộng rãi trong nhiều lĩnh vực pháp luật.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.16714285714285712, 0.6457142857142857, 0.3314285714285714, 0.4928571428571429, 0.7914285714285715, 0.6485714285714286]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"23-1012.00","Các nhân viên luật pháp","Giúp các thẩm phán tại tòa án hoặc bằng cách tiến hành nghiên cứu hoặc chuẩn bị các tài liệu pháp lý.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|quản lý thời gian|viết","[0.23285714285714285, 0.6142857142857142, 0.3242857142857143, 0.45, 0.6271428571428571, 0.7185714285714286]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|quản lý thời gian|viết"
"23-1021.00","Các thẩm phán, thẩm phán và nhân viên điều trần về luật hành chính","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Xác định trách nhiệm, trừng phạt hoặc hình phạt, hoặc khuyến cáo chấp nhận hoặc từ chối các yêu cầu hoặc giải quyết.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.14857142857142858, 0.5728571428571428, 0.22428571428571428, 0.4342857142857143, 0.7485714285714286, 0.7699999999999999]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"23-1022.00","Các trọng tài, người trung gian và người hòa giải","Tạo thuận lợi cho các cuộc đàm phán và giải quyết xung đột thông qua đối thoại. Giải quyết các xung đột bên ngoài hệ thống tòa án bằng sự đồng ý chung của các bên liên quan.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.14285714285714285, 0.5528571428571428, 0.33, 0.6057142857142858, 0.71, 0.6171428571428572]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"23-1023.00","Các thẩm phán, thẩm phán và thẩm phán","Trọng tài, tư vấn, phán quyết hoặc quản lý công lý tại tòa án. Có thể kết án bị cáo trong các vụ án hình sự theo quy định của chính phủ hoặc hướng dẫn kết án. Có thể xác định trách nhiệm của bị cáo trong các vụ dân sự. Có thể thực hiện lễ cưới.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết","[0.3385714285714286, 0.5357142857142857, 0.3157142857142857, 0.5714285714285714, 0.75, 0.5871428571428572]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết"
"23-2011.00","Các nhân viên pháp lý và trợ lý pháp lý","Giúp các luật sư bằng cách điều tra các sự kiện, chuẩn bị các tài liệu pháp lý, hoặc nghiên cứu tiền lệ pháp lý.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.24428571428571427, 0.6514285714285714, 0.2914285714285714, 0.4685714285714285, 0.6014285714285714, 0.7842857142857144]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"23-2093.00","Tiêu đề Những người kiểm tra, người trừu tượng và những người tìm kiếm","Tìm kiếm hồ sơ bất động sản, kiểm tra các tiêu đề, hoặc tóm tắt các tài liệu pháp lý hoặc bảo hiểm liên quan hoặc chi tiết cho nhiều mục đích khác nhau. Có thể biên soạn danh sách các khoản vay thế chấp, hợp đồng và các công cụ khác liên quan đến tài sản bằng cách tìm kiếm hồ sơ công cộng và tư nhân cho các công ty luật, cơ quan bất động sản hoặc công ty bảo hiểm tài sản.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|giao tiếp nói|quản lý thời gian|viết","[0.3442857142857143, 0.3814285714285714, 0.1657142857142857, 0.3314285714285714, 0.4828571428571428, 0.9557142857142857]","Khác|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|giám sát|đọc hiểu|giao tiếp nói|quản lý thời gian|viết"
"25-1011.00","Giáo viên kinh doanh, sau trường trung học","Giảng dạy các khóa học về quản lý và quản lý kinh doanh, chẳng hạn như kế toán, tài chính, nguồn nhân lực, quan hệ lao động và công nghiệp, tiếp thị và nghiên cứu hoạt động. Bao gồm cả các giáo viên chủ yếu tham gia vào giảng dạy và những người làm sự kết hợp của giảng dạy với nghiên cứu.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết","[0.2842857142857143, 0.6914285714285714, 0.4571428571428572, 0.9185714285714285, 0.5442857142857143, 0.5385714285714286]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết"
"25-1021.00","Giáo viên Khoa học máy tính, sau đại học","giảng dạy các khóa học khoa học máy tính. Có thể chuyên về một lĩnh vực khoa học máy tính, chẳng hạn như thiết kế và chức năng của máy tính hoặc hoạt động và phân tích nghiên cứu. Bao gồm cả các giáo viên chủ yếu tham gia vào giảng dạy và những người làm sự kết hợp của giảng dạy với nghiên cứu.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết","[0.45, 0.8085714285714286, 0.4585714285714286, 0.8285714285714285, 0.32142857142857145, 0.5885714285714286]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết"
"25-1022.00","Giáo viên Khoa học toán học, sau đại học","Giảng dạy các khóa học liên quan đến các khái niệm toán học, thống kê và khoa học kiểm toán và ứng dụng các kỹ thuật toán học ban đầu và tiêu chuẩn trong việc giải quyết các vấn đề và tình huống cụ thể. Bao gồm cả các giáo viên chủ yếu tham gia vào giảng dạy và những người làm sự kết hợp của giảng dạy với nghiên cứu.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|toán học|giám sát|đọc hiểu|giao tiếp nói|viết","[0.4057142857142857, 0.8285714285714285, 0.43857142857142856, 0.8814285714285715, 0.27999999999999997, 0.6342857142857143]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|toán học|giám sát|đọc hiểu|giao tiếp nói|viết"
"25-1031.00","Giáo viên kiến trúc, sau đại học","Giảng dạy các khóa học về kiến trúc và thiết kế kiến trúc, chẳng hạn như thiết kế môi trường, kiến trúc nội thất / thiết kế và kiến trúc phong cảnh. Bao gồm cả các giáo viên chủ yếu tham gia vào giảng dạy và những người làm sự kết hợp của giảng dạy với nghiên cứu.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết","[0.4828571428571428, 0.7328571428571429, 0.6328571428571428, 0.9585714285714285, 0.35857142857142854, 0.4757142857142857]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết"
