id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
917,12,construction-engineering,topcv,Kỹ Sư Thiết Kế Hệ Thống PCCC- Thu Nhập Từ 10 Triệu- Tại Bắc Ninh,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ XÂY DỰNG QUỐC BẢO,Bắc Ninh (mới),Từ 10 triệu,10,,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-he-thong-pccc-thu-nhap-tu-10-trieu-tai-bac-ninh/2071702.html,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-he-thong-pccc-thu-nhap-tu-10-trieu-tai-bac-ninh/2071702.html,8ac145064cfaf22b4a91bd75ffbb0ad55ebeb744a4a6355011ab8e029a8596e9,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
453,11,manufacturing-production,vietnamworks,Nhân Viên Kế Hoạch Sản Xuất (Nữ Dưới 35T - Ưu Tiên Đi Làm Sớm),Công Ty TNHH Eikodo Việt Nam,"","",,,{},,,Vị trí tại Công Ty TNHH Eikodo Việt Nam. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-ke-hoach-san-xuat-nu-duoi-35t-uu-tien-dji-lam-som-2053142-jv,https://www.vietnamworks.com/nhan-vien-ke-hoach-san-xuat-nu-duoi-35t-uu-tien-dji-lam-som-2053142-jv?source=searchResults&searchType=2&placement=2053142&sortBy=date&qs=0,db2b893482c26454fd3415ddee8431fc7e4d160fc7b13b0bf8186c3fbe1e067a,t,2026-05-13 16:22:19.090541+00,2026-05-14 02:01:47.428596+00,2026-05-13 16:22:19.099545+00,2026-05-14 02:01:47.428596+00,"{'"source'": '"dom'"}"
3322,1,information-technology,careerviet,Nhân viên ISO(MỚI),Tập Đoàn Tân Á Đại Thành,Kiên Giang,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-iso.35C76007.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-iso.35C76007.html,d3c4d01c9abd13fd0a89d98428cba741b8fc475cdd9b20e7c9194820ef22e93d,t,2026-05-14 09:11:30.768578+00,2026-05-14 10:01:23.958412+00,2026-05-14 09:11:30.72456+00,2026-05-14 10:01:23.958412+00,"{'"source'": '"dom'"}"
455,11,manufacturing-production,vietnamworks,Senior Planning Specialist,CÔNG TY TNHH CODA RESOURCES VIỆT NAM,"","",,,{},,,Vị trí tại CÔNG TY TNHH CODA RESOURCES VIỆT NAM. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/senior-planning-specialist-2034486-jv,https://www.vietnamworks.com/senior-planning-specialist-2034486-jv?source=searchResults&searchType=2&placement=2034486&sortBy=date&qs=0,4256b1957fefb2fa3e556f16ce824d121c89a75f289fceb6736384587a0a4645,t,2026-05-13 16:22:19.090541+00,2026-05-13 19:17:31.073293+00,2026-05-13 16:22:19.099545+00,2026-05-13 19:17:31.073293+00,"{'"source'": '"dom'"}"
3140,4,accounting-auditing,topcv,"Kế Toán Tổng Hợp (General Accountant) - Tại Hà Đông, Hà Nội - Lương Từ 15 – 23 Triệu/ Tháng",CÔNG TY CỔ PHẦN CHỨNG NHẬN VÀ KIỂM ĐỊNH T&T,Hà Nội,15 - 23 triệu,15,23,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-general-accountant-tai-ha-dong-ha-noi-luong-tu-15-23-trieu-thang/2149799.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-general-accountant-tai-ha-dong-ha-noi-luong-tu-15-23-trieu-thang/2149799.html,d7f03737c77fb26b6970490fd5356778207e07028713802302a4d976e6f166bf,t,2026-05-14 03:46:44.163268+00,2026-05-14 09:24:45.512755+00,2026-05-14 03:46:44.178448+00,2026-05-14 09:24:45.512755+00,"{'"source'": '"dom'"}"
918,6,sales-business-development,topcv,"Nhân Viên Kinh Doanh/ Telesale Ngành Dược - Lương Cơ Bản Upto 15,000,000 VNĐ",CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ CYSINA VIỆT PHÁP,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-telesale-nganh-duoc-luong-co-ban-upto-15-000-000-vnd/2080323.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-telesale-nganh-duoc-luong-co-ban-upto-15-000-000-vnd/2080323.html,f911bec468638e69d0c0194a37d845aca87affb1fefc4025177acaaad9e7b77e,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
919,12,construction-engineering,topcv,Kỹ Sư Tender MEP - Đấu Thấu Mep,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG TURICO,Hồ Chí Minh (mới),Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-tender-mep-dau-thau-mep/2125500.html,https://www.topcv.vn/viec-lam/ky-su-tender-mep-dau-thau-mep/2125500.html,7f7520a45c56af438ae40c7ea30c541ee69c54723c5be5105a2456d60d2c1da8,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
952,2,marketing-communication,topcv,Giám Sát Công Trình/ Thu Nhập Upto 25Tr,Pro CÔNG TY CỔ PHẦN THIẾT KẾ XÂY DỰNG THƯƠNG MẠI PHÚC THỊNH,Đồng Tháp (mới) & Hồ Chí Minh (mới),15 - 25 triệu,15,25,{},,,"","",,,https://www.topcv.vn/viec-lam/giam-sat-cong-trinh-thu-nhap-upto-25tr/712392.html,https://www.topcv.vn/viec-lam/giam-sat-cong-trinh-thu-nhap-upto-25tr/712392.html,152d7c28fae3b905a8d4601ad3e4ee2d97aac82de3fe3f62ae84078c3b3fe003,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
3636,2,marketing-communication,topcv,Nhân Viên Tư Vấn Tuyển Sinh,CÔNG TY TNHH HỌC VIỆN DOANH NHÂN VÂN NGUYÊN EDUBIZ,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tuyen-sinh/2159196.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-tuyen-sinh/2159196.html,5069a71eb72caeb4c9e35b3c4d1a5fcdab8a5c7c0d1cacb63ed8744ddfec817d,t,2026-05-14 09:35:03.708494+00,2026-05-14 09:37:52.909+00,2026-05-14 09:35:03.766336+00,2026-05-14 09:37:52.909+00,"{'"source'": '"dom'"}"
517,17,legal-compliance,vietnamworks,Chuyên Viên Pháp Chế Và Kiểm Soát Tuân Thủ,Công Ty Cổ Phần Viễn Thông Di Động Đông Dương,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Viễn Thông Di Động Đông Dương. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-phap-che-va-kiem-soat-tuan-thu-2044231-jv,https://www.vietnamworks.com/chuyen-vien-phap-che-va-kiem-soat-tuan-thu-2044231-jv?source=searchResults&searchType=2&placement=2044231&sortBy=date&qs=0,a7b2ccc5642a3d33180fbc73e9215bfa63baba6db0350b0475c0bcb4b720409a,t,2026-05-13 16:22:22.857879+00,2026-05-14 03:47:05.061144+00,2026-05-13 16:22:22.879519+00,2026-05-14 03:47:05.061144+00,"{'"source'": '"dom'"}"
3704,4,accounting-auditing,topcv,Kế Toán Trưởng,Pro TỔNG CÔNG TY LÂM NGHIỆP VIỆT NAM - CÔNG TY CỔ PHẦN,Hồ Chí Minh (mới),Từ 30 triệu,30,,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-truong/2144471.html,https://www.topcv.vn/viec-lam/ke-toan-truong/2144471.html,eb9b5460f930b522a074b6df99ea542b685f55e07537792bc363145c0491e716,t,2026-05-14 09:41:00.172984+00,2026-05-14 09:41:00.172984+00,2026-05-14 09:41:00.182255+00,2026-05-14 09:41:00.182255+00,"{'"source'": '"dom'"}"
44,1,information-technology,vietnamworks,Kỹ Sư Điện Tử Viễn Thông (Vô Tuyến) - Wireless Engineer - Không Yêu Cầu Kinh Nghiệm,Công ty TNHH Nhà Nước MTV Thương mại và XNK Viettel,"","",,,{},,,Vị trí tại Công ty TNHH Nhà Nước MTV Thương mại và XNK Viettel. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ky-su-dien-tu-vien-thong-vo-tuyen-wireless-engineer-khong-yeu-cau-kinh-nghiem-2023267-jv,https://www.vietnamworks.com/ky-su-dien-tu-vien-thong-vo-tuyen-wireless-engineer-khong-yeu-cau-kinh-nghiem-2023267-jv?source=searchResults&searchType=2&placement=2023267&sortBy=date&qs=0,01e2400df527600bbd09c5104af91a22709ef93782ce90060965cbe686aae60b,t,2026-05-12 12:02:41.429301+00,2026-05-14 02:01:47.185875+00,2026-05-12 12:02:41.408554+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
3567,1,information-technology,careerviet,Logistic Manager(MỚI),HEADWAY JSC,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/logistic-manager.35C7607A.html,https://careerviet.vn/vi/tim-viec-lam/logistic-manager.35C7607A.html,602464c73ce09706c2507137d47eed2e115988f6b8d0cd58d82d82a98ecf0bea,t,2026-05-14 09:24:45.286109+00,2026-05-14 10:01:23.958412+00,2026-05-14 09:24:45.216895+00,2026-05-14 10:01:23.958412+00,"{'"source'": '"dom'"}"
354,19,transportation,careerviet,PHÓ PHÒNG VẬN TẢI HÀNH KHÁCH (mảng Express)(MỚI),Công ty TNHH X.E Việt Nam,Hà Nội,Lương: 20 Tr - 40 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/pho-phong-van-tai-hanh-khach-mang-express.35C75DF5.html,https://careerviet.vn/vi/tim-viec-lam/pho-phong-van-tai-hanh-khach-mang-express.35C75DF5.html,2b6392792b62d0524c8f12537c838ac7c34586c696e796d96bf09f7585cf9ce0,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
429,9,healthcare-medical,vietnamworks,R&D Formulation Team Leader,Công Ty Cổ Phần Dược Phẩm Savi,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Dược Phẩm Savi. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/r-d-formulation-team-leader--2047977-jv,https://www.vietnamworks.com/r-d-formulation-team-leader--2047977-jv?source=searchResults&searchType=2&placement=2047977&sortBy=date&qs=0,bedd41f35b2e1d7b0fac67edb97c43850de4800e3c77052f369072ce7ebbf751,t,2026-05-13 16:22:17.358215+00,2026-05-13 19:17:31.073293+00,2026-05-13 16:22:17.353854+00,2026-05-13 19:17:31.073293+00,"{'"source'": '"dom'"}"
363,1,information-technology,careerviet,Nhân viên QA/QC-Long An(MỚI),Tập Đoàn Kim Tín,Long An,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qa-qc-long-an.35C75DE6.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qa-qc-long-an.35C75DE6.html,05fb172777d7710704e3a764c75889a679eab89bab83d5b322685aaaa9d39def,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
383,6,sales-business-development,careerviet,Sales Deputy Manager (Customer & Sales Operations),CÔNG TY CỔ PHẦN GIẶT ỦI XANH,Hồ Chí Minh,Lương: 25 Tr - 40 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/sales-deputy-manager-customer-sales-operations.35C72718.html,https://careerviet.vn/vi/tim-viec-lam/sales-deputy-manager-customer-sales-operations.35C72718.html,5478b243d305161523a2f23ce93b687b1bb21f02f03605f30c7db882bcf66dda,t,2026-05-13 16:22:09.502797+00,2026-05-13 19:17:31.806288+00,2026-05-13 16:22:09.450625+00,2026-05-13 19:17:31.806288+00,"{'"source'": '"dom'"}"
859,2,marketing-communication,topcv,Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp Lớn/ BD Executive/ Sale B2B - Thu Nhập Tới 50 Triệu/Tháng,"",Hà Nội,30 - 50 triệu,30,50,{},,,"","",,,https://www.topcv.vn/brand/misa/tuyen-dung/chuyen-vien-quan-he-khach-hang-doanh-nghiep-lon-bd-executive-sale-b2b-thu-nhap-toi-50-trieu-thang-j2144784.html,https://www.topcv.vn/brand/misa/tuyen-dung/chuyen-vien-quan-he-khach-hang-doanh-nghiep-lon-bd-executive-sale-b2b-thu-nhap-toi-50-trieu-thang-j2144784.html,d0abeaa76af0687b12ab4e645ef765beb7a28b19d8471cde22590ed55bb5704b,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
920,4,accounting-auditing,topcv,Kế Toán Tổng Hợp - Sàn Thương Mại Điện Tử / Lương Cứng Từ 15-18M + Thưởng,CÔNG TY TNHH THƯƠNG MẠI GAIN VIỆT NAM,Hà Nội,15 - 18 triệu,15,18,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-san-thuong-mai-dien-tu-luong-cung-tu-15-18m-thuong/2115631.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-san-thuong-mai-dien-tu-luong-cung-tu-15-18m-thuong/2115631.html,c4969ae1573cd84f8b3ca12eaf33a5b54b63678d7b64fd4467c2c6c15c3b5af8,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
860,4,accounting-auditing,topcv,Nhân Viên Kế Toán Chi Nhánh Lương Up To 12 Triệu (Đi Làm Ngay) - Hà Nội,CÔNG TY TNHH ZIN FOOD SÀI GÒN,Hà Nội,10 - 12 triệu,10,12,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-chi-nhanh-luong-up-to-12-trieu-di-lam-ngay-ha-noi/2144586.html,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-chi-nhanh-luong-up-to-12-trieu-di-lam-ngay-ha-noi/2144586.html,fb1f192f597f21b0d5f6b13671fd67017f9886fca6d9aa479e3fc44e82476d83,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
861,6,sales-business-development,topcv,Chuyên Viên Kinh Doanh (B2B Senior Account Manager),"",Hồ Chí Minh (mới),Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-senior-account-manager/2160600.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-senior-account-manager/2160600.html,78c44cf5dee4058969ec405ba4f9a6e856bcc54d8f7a65c2f5abd09066a03a7e,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
953,4,accounting-auditing,topcv,Kế Toán Tổng Hợp - Mức Lương Upto 20 Triệu - Hồ Chí Minh,CÔNG TY TNHH TÔN THÉP KOKORO,Hồ Chí Minh (mới),14 - 20 triệu,14,20,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-muc-luong-upto-20-trieu-ho-chi-minh/2119911.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-muc-luong-upto-20-trieu-ho-chi-minh/2119911.html,bc6cbc5c95531b0e41a12244c0e056a3d09e8c7e034025bdc849f4511b1e5365,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
921,4,accounting-auditing,topcv,Kế Toán Trưởng Lương Từ 30 - 35 Triệu,CÔNG TY TNHH FLANE & MÉLI,Hà Nội,30 - 35 triệu,30,35,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-truong-luong-tu-30-35-trieu/2128267.html,https://www.topcv.vn/viec-lam/ke-toan-truong-luong-tu-30-35-trieu/2128267.html,b71c8ff5a5f01bdcf4d698f1e69cb94e34f537bc822fc39a1f57547f6aea8e70,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
3783,4,accounting-auditing,topcv,Kế Toán Giá Thành,Pro CÔNG TY CỔ PHẦN CÔNG NGHỆ TECOMEN,Hưng Yên (mới),18 - 22 triệu,18,22,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-gia-thanh/2073954.html,https://www.topcv.vn/viec-lam/ke-toan-gia-thanh/2073954.html,bf2a48f85f4fae7614b4000b949b8b33b5d79582f6cc48efe642ecca8826c150,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
923,2,marketing-communication,topcv,Chuyên Viên Tư Vấn Kinh Doanh | Nhận Sinh Viên Chờ Bằng (Cấp Lead - Data Nóng Marketing 90%) | LCB 5.3 - 11.3 Triệu Không Phụ Thuộc Doanh Số + Hoa Hồng Tới 65% | Không Áp KPI | Đào Tạo Bài Bản & Cung Cấp Mộc Thực Tập,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN LIÊN GIA LAND,Hồ Chí Minh (mới),50 - 100 triệu,50,100,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-kinh-doanh-nhan-sinh-vien-cho-bang-cap-lead-data-nong-marketing-90-lcb-5-3-11-3-trieu-khong-phu-thuoc-doanh-so-hoa-hong-toi-65-khong-ap-kpi-dao-tao-bai-ban-cung-cap-moc-thuc-tap/2160624.html,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-kinh-doanh-nhan-sinh-vien-cho-bang-cap-lead-data-nong-marketing-90-lcb-5-3-11-3-trieu-khong-phu-thuoc-doanh-so-hoa-hong-toi-65-khong-ap-kpi-dao-tao-bai-ban-cung-cap-moc-thuc-tap/2160624.html,5ec087fac4a1fd21853c5358fd681a5be14ce7b89aa749d135394607780dc7e9,t,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:21.135359+00,2026-05-14 01:42:20.907851+00,2026-05-14 01:42:20.907851+00,"{'"source'": '"dom'"}"
3637,5,human-resources,topcv,Giáo Viên Tiếng Anh Dạy Online Tại Nhà - Thu Nhập Up To 15 Triệu - Tuyển Dụng Toàn Quốc,"",Hà Nội & 32 nơi khác,3 - 15 triệu,3,15,{},,,"","",,,https://www.topcv.vn/viec-lam/giao-vien-tieng-anh-day-online-tai-nha-thu-nhap-up-to-15-trieu-tuyen-dung-toan-quoc/2144591.html,https://www.topcv.vn/viec-lam/giao-vien-tieng-anh-day-online-tai-nha-thu-nhap-up-to-15-trieu-tuyen-dung-toan-quoc/2144591.html,899f9dc8669a0712f4c872789dab2419b821a42e8b8de06088aebab0227983b9,t,2026-05-14 09:35:03.708494+00,2026-05-14 09:37:52.909+00,2026-05-14 09:35:03.766336+00,2026-05-14 09:37:52.909+00,"{'"source'": '"dom'"}"
922,6,sales-business-development,topcv,Nhân Viên Kinh Doanh Cho Thuê BĐS - Thu Nhập 30-100 Triệu/ Tháng - Có Khách Sẵn,CÔNG TY TNHH DỊCH VỤ BẤT ĐỘNG SẢN TÂM VIỆT,Hà Nội,30 - 100 triệu,30,100,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cho-thue-bds-thu-nhap-30-100-trieu-thang-co-khach-san/2148156.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cho-thue-bds-thu-nhap-30-100-trieu-thang-co-khach-san/2148156.html,1837824b61ec114ae9c1393a956098a5fccc9961eecfa568cef7521b1a7699a2,t,2026-05-14 01:42:21.135359+00,2026-05-14 09:50:48.786131+00,2026-05-14 01:42:20.907851+00,2026-05-14 09:50:48.786131+00,"{'"source'": '"dom'"}"
954,6,sales-business-development,topcv,"Nhân Viên Kinh Doanh / Sales - Không Yêu Cầu Kinh Nghiệm , Thu Nhập Upto 35 Triệu +++",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI MỸ HƯNG,Hà Nội,12 - 35 triệu,12,35,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-khong-yeu-cau-kinh-nghiem-thu-nhap-upto-35-trieu/2127877.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-khong-yeu-cau-kinh-nghiem-thu-nhap-upto-35-trieu/2127877.html,0494bde63fb30cd105442866ac7e514304ab6cbf587ed935ace8aa0630c4586f,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
955,4,accounting-auditing,topcv,Kế Toán Tổng Hợp,CÔNG TY TNHH XD CLPCONS,Hồ Chí Minh (mới),15 - 22 triệu,15,22,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop/2161096.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop/2161096.html,81eca6442b70c2df18e44388bfd739f6a8bc31e4a4f5338f6c5a608bc5da7557,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
352,1,information-technology,careerviet,Merchandiser / Export-Coordinator(MỚI),UP Furniture,Bình Dương,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/merchandiser-export-coordinator.35C75DFB.html,https://careerviet.vn/vi/tim-viec-lam/merchandiser-export-coordinator.35C75DFB.html,38a8de032767a26ef4f525dd012844a6ce3c8eaaccc3db8c781f8502b87b0c44,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
862,4,accounting-auditing,topcv,Kế Toán Nội Bộ - Từ 3 Năm Kinh Nghiệm - Lương UpTo 18 Triệu/Tháng - Tại Hồ Chí Minh,CÔNG TY TNHH EASYLEARN DIGITAL,Hồ Chí Minh (mới),19 - 20 triệu,19,20,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-noi-bo-tu-3-nam-kinh-nghiem-luong-upto-18-trieu-thang-tai-ho-chi-minh/2142559.html,https://www.topcv.vn/viec-lam/ke-toan-noi-bo-tu-3-nam-kinh-nghiem-luong-upto-18-trieu-thang-tai-ho-chi-minh/2142559.html,2aedaab7c44825ca14fe68acf9ec4a126ba60fda09c37c63be58f30fa6b61953,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
863,8,education-training,topcv,Giáo Viên Giáo Dục Đặc Biệt Tại Hà Nội,CÔNG TY CỔ PHẦN GIÁO DỤC ALANA,Hà Nội,10 - 12 triệu,10,12,{},,,"","",,,https://www.topcv.vn/viec-lam/giao-vien-giao-duc-dac-biet-tai-ha-noi/2101509.html,https://www.topcv.vn/viec-lam/giao-vien-giao-duc-dac-biet-tai-ha-noi/2101509.html,484b2c9d490683b45df1de030b8cf99c6b70878879259288380f57885885c4ce,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
3784,4,accounting-auditing,topcv,Nhân Viên Kế Toán Công Nợ,CÔNG TY TNHH KIỂM TOÁN IMMANUEL,Hà Nội,Từ 8 triệu,8,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-cong-no/483430.html,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-cong-no/483430.html,f9a4675cb50fd105be2c0f09af1e3b4952c0d75ec51384833868885177c4dbaf,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
864,2,marketing-communication,topcv,Idea Creator POD Thị Trường Âu Mỹ Thu Nhập Đến 30 Triệu/ Tháng Hà Nội,CÔNG TY TNHH ANT COMMERCE,Hà Nội,12 - 30 triệu,12,30,{},,,"","",,,https://www.topcv.vn/viec-lam/idea-creator-pod-thi-truong-au-my-thu-nhap-den-30-trieu-thang-ha-noi/2128791.html,https://www.topcv.vn/viec-lam/idea-creator-pod-thi-truong-au-my-thu-nhap-den-30-trieu-thang-ha-noi/2128791.html,a730bd2970ae7860762e85287d44ae5d33217830335da545035eea6c7dce7db5,t,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.865609+00,2026-05-14 01:33:10.831497+00,2026-05-14 01:33:10.831497+00,"{'"source'": '"dom'"}"
956,2,marketing-communication,topcv,Sales Executive / Nhân Viên Kinh Doanh Dịch Vụ Quảng Cáo (Yêu Cầu Tiếng Anh) - Thu Nhập 30M++,CÔNG TY TNHH AGROWTH,Hà Nội,10 - 30 triệu,10,30,{},,,"","",,,https://www.topcv.vn/viec-lam/sales-executive-nhan-vien-kinh-doanh-dich-vu-quang-cao-yeu-cau-tieng-anh-thu-nhap-30m/2153903.html,https://www.topcv.vn/viec-lam/sales-executive-nhan-vien-kinh-doanh-dich-vu-quang-cao-yeu-cau-tieng-anh-thu-nhap-30m/2153903.html,1675e9b0c28eb6a4263d1f088ef2a7ef71a01c3582b3c6a2977d74e7c938298d,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
3785,1,information-technology,topcv,Nhân Viên Quay Dựng - Video Editor - Kinh Nghiệm Từ 1 Năm - Hồ Chí Minh,CÔNG TY TNHH THẨM MỸ AZ NOSE,Hồ Chí Minh (mới),Từ 10 triệu,10,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-video-editor-kinh-nghiem-tu-1-nam-ho-chi-minh/2158276.html,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-video-editor-kinh-nghiem-tu-1-nam-ho-chi-minh/2158276.html,086b8eff484ba2728e5339edf608e261bd2bf5b873a0d7e589a46da4518207e5,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
