conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,skill/competence,cross-sector,propose ICT solutions to business problems,propose technical solutions to business problems,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Suggest how to solve business issues, using ICT means, so that business processes are improved."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6231e-fbd4-4876-8ab5-346710dabe85,skill/competence,occupation-specific,start up chocolate moulding line,"construct chocolate moulding line
start up chocolate molding line
launch chocolate moulding line
starting up chocolate moulding line
start up of the chocolate moulding lines
begin chocolate moulding line
establish chocolate moulding line",,released,2016-12-20T18:56:11Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Start up moulding line equipment, including chillers, air compressor, chocolate tanks, pumps and tempering units."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,skill/competence,sector-specific,calculate costs of repair operations,"calculating costs of repair operations
calculate the costs of repair operations
tally costs of repair operations
forecast costs of repair operations
count costs of repair operations
calculate the cost of repair operations
measure costs of repair operations",,released,2022-07-05T14:38:14.433Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Calculate material and labour costs of repair operations. Understand appropriate computer programmes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,knowledge,sector-specific,property management software,"PMS
real estate management software
property operations software",,released,2023-11-29T16:29:35.878Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The features and functioning of a software that enables the management of daily operations in real estate and accommodation businesses, to optimise resources and processes such as booking reservations, room rates, revenue data analytics or billing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebe761-763e-4bf8-8cb7-c16da0d66981,skill/competence,sector-specific,handle different pottery materials,"manage different clay or mud recipes
manage different pottery materials
manage different clay and mud recipes
manage different materials of pottery",,released,2020-06-29T07:34:03.386Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Treat different recipes of clay and mud according to the genre (such as china) or the expected strength, look, colour, tradition or innovation in the creative process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,skill/competence,cross-sector,interpret scientific data to assess water quality,"analyse scientific data to assess water quality
interpreting water quality data
scientific data analysing to assess water quality
analysing water quality data
assessing water quality data
scientific data interpreting to assess water quality
assess water quality data
interpret water quality data
analyse water quality data
analysing scientific data to assess water quality",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Analyse and interpret data like biological properties to know the quality of water.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08040bcc-a824-4441-bfd0-738b2de965cf,skill/competence,cross-sector,tolerate strong smells,"abide strong smells
tolerate a strong smells
endure strong smells
accept strong smells
bear strong smells",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Tolerate strong smells expelled by the goods being processed during the production of goods.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080460bf-ecaf-4985-91cc-3e7f8c0f8084,skill/competence,sector-specific,create sculptures,"create decorative sculptures
create a sculpture
create sculpts
creating sculptures",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Create decorative sculptures by hand, using a variety of techniques and materials."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080a3bf6-c8e8-481e-b97e-8fbc964ebab7,knowledge,cross-sector,typography,typographies,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The procedure of arranging written texts for printing processes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080b0153-36ae-43f6-b3c3-c1fe6fd8f1de,skill/competence,sector-specific,plan procedures for cargo operations,"establish logistical processes for handling cargo
create procedures for cargo operations
plan cargo operations procedures
develop procedures for cargo operations
establish operational methods for handling cargo
implement logistical procedures for cargo operations
prepare procedures for cargo operations
design procedures for cargo operations
establish logistical procedures for cargo operations",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Plan a series of logistical procedures for cargo operations staff. Ensure the implementation of plans to the original specification.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080c6eae-53f3-4fbb-b98b-b74fb3399679,skill/competence,occupation-specific,tend heated-air tower,"tending heated-air tower
operate heated-air tower
operating heated-air tower
heated-air tower tending
heated-air tower operating",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Tend the heated-air tower by operating the control panel in order to produce soap powders from liquid soap.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/080d918f-3781-4065-afe2-4eff9cbb636f,skill/competence,occupation-specific,develop event topics,"developing event topics
develop topics for an event
list event's featured topics
prepare topics of interest",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",List and develop relevant event topics and choose featured speakers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081513d0-7bad-4942-b8fb-1c24d9991fde,knowledge,cross-sector,mechanical forging press parts,"mechanical forging press sections
machine fashioned stamp segments
mechanical forging press components
machine fashioned stamp sections
machine fashioned stamp units
mechanical forging press segments
machine fashioned stamp components
mechanical forging press units",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The various part of a mechanical press used for forging metalworking processes, such as cams, cranks and toggles in the preset, a ram, upper die, lower die, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0815979a-6506-47e2-951c-912414c98cbc,knowledge,occupation-specific,national population census,"national population censuses
population census of nation",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The official procedure of systematically collecting information of the population such as gender, employability, education levels, and other demographics in order have a clear understanding of the population for governmental development plans."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0815c56f-e56f-4509-8fc5-d7febe8dc3c6,skill/competence,occupation-specific,identify physical characteristics of performer,"compile physical characteristics of performer
identifying physical characteristics of performer
define physical characteristics of performer
determine physical characteristics of performer
select physical characteristics of performer
identifying performer’s physical characteristics",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assess the physical potential of artists, performers, and athletes in order to find contracts suitable for them."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08181263-ce78-483a-8ba6-5ba8fe0726cc,skill/competence,sector-specific,manufacture textile floor coverings,"produce floor coverings made of textiles
manufacture floor coverings made of textiles
make textile floor coverings made of textiles
make textile floor coverings
produce textile floor coverings
manufacture floor coverings made of textile materials",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Produce textile floor coverings by tending machines, sewing parts, and applying finishing touches to products such as carpets, rugs, and made up textile floor covering articles."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081b865d-5e34-49ef-b8df-a54cec04d5c7,skill/competence,occupation-specific,tend tunnel kiln,"operate tunnel kiln
tunnel kiln operating
operating tunnel kiln
tending tunnel kiln
tunnel kiln tending",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tend the tunnel kiln and the preheating chamber in order to perform the preheating and baking of clay products such as bricks, ceramics or sewer pipes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081c58df-0ce8-4fc0-a031-14481c80f32a,skill/competence,sector-specific,operate follow spots,"operate a follow spot
operate spotlights
operate following spots
use stage lighting instruments",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate follow spots during a live performance based on visual cues or documentation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,knowledge,cross-sector,environmental policy,"national environmental protection policy
international environmental protection policy
national environmental policy
local environmental policy
international environmental policy
local environmental protection policy
environmental sustainability policy",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Local, national and international policies dealing with the promotion of environmental sustainability and the development of projects which reduce negative environmental impact and improve the state of the environment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081fadc1-b9bd-49a5-a108-ff26364f3154,skill/competence,occupation-specific,monitor conditions affecting train movement,"monitor factors affecting the movement of trains
monitor factors affecting train movement
ensure conditions that affect train movement are accounted for in operations
perform train operating conditions monitoring
monitor conditions influencing the movement of trains
monitor conditions affecting the movement of trains
ensure factors that affect train movement are accounted for in operations
monitor conditions influencing train movement
conduct train operations with an awareness of conditions that influence movement
perform train operations with an awareness of conditions that affect movement",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor conditions that may influence train movements, e.g. crew availability, weather conditions, equipment operability, speed or track limitations, etc. Undertake actions to ensure and optimise train performance and safety; anticipate emergencies and unexpected situations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,skill/competence,occupation-specific,operate media integration systems,"manage multimedia integration systems for performing art
operate media integration systems during rehearsals
operate media integration systems for performing art
operate media integration systems during live performances
manage multimedia integration systems",,released,2024-02-23T09:28:30.804Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Operate a media integration system for performing art and event applications during setup, configuration, rehearsals and during live performances."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,knowledge,cross-sector,computer simulation,"simulation software ANSYS
computer-based simulation",,released,2025-04-11T13:04:46.998Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","A programme run on a computer that represents dynamic responses of a system to explore a mathematical model behaviour, using a model of a real system, composed of mathematical equations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c,skill/competence,cross-sector,cooperate with colleagues,"work together with colleagues
collaborate with colleagues
work in collaboration with colleague
work in cooperation with colleagues
work in cooperation with co-workers
collaborate with co-workers
work collaboratively
work cooperatively
cooperate with co-workers
work together with co-workers
work in collaboration with co-workers",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Cooperate with colleagues in order to ensure that operations run effectively.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0833f2b7-b513-4d81-a93a-f9dee77d4fe1,knowledge,sector-specific,market trends in sporting equipment,"market tendencies in sporting equipment
market drifts in sporting equipment
market trend in sports equipment
market movements in sporting equipment
market trend in sporting equipment
market trends in sports equipment
market directions in sporting equipment",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Latest trends and developments on the sports equipment market.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08365fba-e874-497b-aa9a-1c09d2aecd4d,skill/competence,sector-specific,focus on passengers,"maintain a focus on passengers
ensure passengers are prioritised
ensure passenger prioritisation
ensure passengers are the priority focus
ensure a focus on passengers
make passengers a priority
prioritise passengers
attend to passengers",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Transport passengers to their destination in a safe and timely fashion. Provide appropriate customer service; inform passengers in the event of unexpected situations or other incidents.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08371fe9-c658-4f6a-966f-71dbb0ab683d,knowledge,sector-specific,accounting department processes,"accounts department processes
accounting department procedures
accounting processes",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The different processes, duties, jargon, role in an organisation, and other specificities of the accounting department within an organisation such as bookkeeping, invoices, recording, and taxing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0839eea4-c57b-4c14-b19b-923fbedb5d88,skill/competence,sector-specific,perform business research,"conduct business research
performing business research
do business research",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Search and collect information relevant for the development of businesses in different fields ranging from legal, accounting, finance, up to commercial matters."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/083a8ec5-1e08-43b1-9254-905205717c33,skill/competence,occupation-specific,recognise fake goods,"recognising fake goods
identify fake goods
discover fake goods
recognize fake goods
detect fake goods
recognizing fake goods",,released,2016-12-20T20:25:55Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Identify imitation and counterfeit products using methods and equipment such as microscopes and laboratory analysis in order to determine their properties.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/083c139e-3228-413e-93f0-71fe5e301421,skill/competence,occupation-specific,differentiate between maxillofacial tissues,"differentiate maxillofacial tissue
distinguish maxillofacial tissues
differentiate facial tissues
distinguish between maxillofacial tissues",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Distinguish abnormally hard and soft tissues of the maxillofacial complex from normal tissues.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/083d79ab-03c1-46f6-872d-68fef084e899,skill/competence,occupation-specific,tend swaging machine,"oversee cold extrusion
guard cold extrusion
monitor cold extrusion
watch forge metal alteration machine
watch swaging machine",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tend a swaging machine, designed for forming usually cold metal by use of a high energy force and swage blocks, monitor and operate it, according to regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08524d52-437f-44bb-9e23-fde2c4c08ff6,skill/competence,sector-specific,draw off wash water,"draining wash water
draw off washing water
drawing off wash water
drain washing water
wash water draining
drawing off washing water
draining washing water
drain wash water
washing water draining",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Draw off the washing water by opening the drain cock after making sure the mixture has settled.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08591546-e9bc-47fc-97b3-8663b3713a5f,knowledge,sector-specific,clinical reports,"clinical notes
clinical documentation
clinical documentations
clinical note",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The methods, assessment practices, credentials and opinions gathering procedures necessary for writing clinical reports."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,knowledge,sector-specific,WizIQ,"WizIQ program
WizIQ e-learning platform
WizIQ programme",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program WizIQ is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085c8851-2354-44ae-98de-367bdde8bf58,skill/competence,occupation-specific,communicate with waste treatment facilities,"coordinating activities of waste treatment
waste treatment activities coordinating
communicate with treatment facilities for waste
coordinate waste treatment activities
communicating with waste treatment facilities
coordinate activities of waste treatment
communicating with treatment facilities for waste
waste treatment facilities communicating",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Communicate with facilities dealing with the treatment of hazardous or non-hazardous waste in order to ensure efficient cooperation in the organisation of waste treatment procedures.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0864c444-c22f-46ee-ae1e-c0eeffd49c34,knowledge,sector-specific,battery design,"design and development of battery systems
battery engineering
battery characterisation techniques
battery module design
battery system design
automotive development processes
battery cell design",,released,2025-04-11T12:56:34.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The techniques used to design batteries, characterise their properties and performance, including electrochemical analysis and physical measurements, as well as to devise the integration of various components, in order to meet specific requirements for different applications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,skill/competence,sector-specific,administer ICT system,"administer system
operate system
administer network and system",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Handle components of ICT system by maintaining configuration, managing users, monitoring resource use, performing backups and installing hardware or software to comply with the set requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/087521a5-830f-4b9f-80d7-ea38d34f461b,skill/competence,sector-specific,prepare leather goods samples,"perform leather goods prototyping
prepare leatherwear samples
prepare leather products samples and prototypes
prepare leatherwear prototypes
prepare leather products samples
prepare leather goods prototypes
prepare leather goods samples and prototypes
perform leather goods sampling
perform leather goods sampling and prototyping
prepare leather products prototypes",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Create, test and verify prototypes or samples of leather goods against a predefined set of criteria throughout all stages of the manufacturing process. Revise the initial design concepts and implement technical improvements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89,skill/competence,transversal,understand written Spanish,"read Spanish
read Castilian
interpret written Spanish
comprehend written Spanish
understand Spanish writing
make sense of written Spanish",,released,2025-01-27T16:28:42.808Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Read and comprehend written texts in Spanish.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/087b1ce2-34ac-47f8-b5a1-47919193fd04,skill/competence,sector-specific,understand the physical language of a live performance,"understand the physical language during a live performance
analyse physical language of a live performance
understand physical language expressed during a performance
understand the physical language used in live performance",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Decipher the meaning of movements in various choreographic sequences, and interpret the body language used."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0880fb28-cded-4729-a254-927afbc7c974,skill/competence,sector-specific,measure chemical substance viscosity,"measuring chemical substance viscosity
viscosimeter using
use viscosimeter
using viscosimeter
chemical substance viscosity measuring",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Measure the viscosity of the mixed ingredients by using a viscosimeter.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e,skill/competence,sector-specific,perform pest control,"performing pest control spraying
undertaking pest control spraying
undertaking pest control
performing pest control
pest control spraying performing
undertake pest control spraying
pest control spraying undertaking
pest control undertaking
perform pest control spraying
undertake pest control
pest control performing",,released,2024-02-09T17:29:16.725Z,Working with pesticides may require a special certificate in some countries and reording the data about the usage of pesticdes.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carry out crop spraying pest and disease operations in line with National industry and customer requirements. Carry out slurry and fertiliser spreading in accordance with local environmental regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/088c1b82-a759-442e-bb78-128c3ee3a3a8,skill/competence,sector-specific,represent artistic production,"represent the artistic production
act on behalf of the production company
represent the production of artists
represent artistic company",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Represent the artistic company or production outside your day-to-day activities. Liaise with presenters and their teams. Help direct tours.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/088dd17a-9d92-4b93-9e4a-49587e015e06,skill/competence,sector-specific,prepare site for construction,"construction site preparing
preparing site for building
prepare site for building
building site preparing
preparing site for construction",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare ground or site for construction of wooden and brick terraces, fences and ground surfaces. This includes measure and plan out the site, lay stone and tiles."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/088fd519-b655-4f66-a9d2-5c991a7975a0,skill/competence,sector-specific,stimulate students' independence,"stimulating students' independence
stimulate student’s independence
stimulates students' independence
facilitate students' independence
support students' independence
encourage students' independence",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Encourage students with special needs to perform tasks independently, without the help from a caregiver and teach them personal independence skills."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089146a5-207b-40fc-86b7-877774aa786c,skill/competence,sector-specific,provide rigging plans,"provision of lifting plans
providing rigging plans
providing of rigging plans
lifting plan provision
provide lifting plans
lifting plans provision
providing lifting plans
rigging plan provision
provision of rigging plans
rigging plans provision
providing of lifting plans",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide rigging and lifting plans; accept and support project supplied lifting plans. This plan includes information regarding the rigging equipment used, weight of the lift, crane capacity, atmospheric and environmental conditions, lifting capacity and floor loading capacity."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0893faa7-0666-466d-bf32-65005da1c933,skill/competence,cross-sector,restrain individuals,"handcuff individuals
control individuals
supervise offenders
handcuff offenders
control offenders
hold back individuals
supervise individuals
hold back offenders",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Restrain, or control by force, individuals who violate regulations in terms of acceptable behaviour, who present a threat to others, and who perform acts of violence, to ensure the individual is unable to proceed in this negative behaviour and to protect others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0894fcfc-1fb2-4146-b32c-56f89b6fe409,skill/competence,sector-specific,follow water supply schedule,"following water supply schedule
water supply schedule planning
planning schedule for water supply
plan water supply schedule
planning water supply schedule
following schedule for water supply
water supply schedule following",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Adapt operations in the distribution and supply of water for irrigation purposes, residential or facility use, to ensure that the timing is correct and the schedule is followed."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0898017f-4f6f-4654-807d-1bbe11df100c,skill/competence,sector-specific,teach principles of literature,"educate on principles of literature
teaches principles of literature
teaching principles of literature
provide instruction on principles of literature
explain principles of literature",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of literature, more specifically in reading and writing techniques, etymology and literary analysis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089af6fe-a65e-4271-a232-b2d97ba6f43a,skill/competence,cross-sector,help clients make decisions during counselling sessions,"support clients in decision-making during councelling sessoins
help clients make a decision during counseling sessions
help clients take decisions during councelling sessions
help a client make decisions during a counceling session
help clients make a decision during counselling sessions
encourage clients to make decisions during counselling sessions
help a client make decisions during a councelling session
encourage clients to make decisions in councelling sessions
help clients make decisions during counseling sessions",,released,2016-12-20T19:38:29Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Encourage clients to make their own decisions related to their problems or inner conflicts by reducing confusion and allowing clients to reach their own conclusions, with no bias whatsoever."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089bab26-a854-40fb-8c04-5be4f693315a,skill/competence,cross-sector,integrate strategic foundation in daily performance,"integrating strategic foundation in daily performance
incorporate strategic foundation in daily performance
implement strategic foundation in daily performance
integrate strategic foundation in performance",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Reflect on the strategic foundation of companies, meaning their mission, vision, and values in order to integrate this foundation in the performance of the job position."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ddb19-1c7a-43ff-ba64-070f7ce4787a,knowledge,sector-specific,warehouse operations,"paradigms of warehouse operations
principles and practices of warehouse operations
principles of warehouse operations
operations of warehouses
warehouse practices
fundamentals of warehouse operations
fundamental principles of warehouse operations
operations in warehouses
functions of warehouses
warehouse functions",,released,2023-02-23T21:22:30.279Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The basic principles and practices of warehouse operations such as goods storage and the organisation of warehouse facilities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089e4390-8495-4fda-aa70-da52c66fcb23,skill/competence,occupation-specific,lay marquetry,"laying of decorative parquet
marquetry laying
decorative parquet laying
lay decorative parquet
laying marquetry
laying decorative parquet
laying of marquetry",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Lay marquetry, decorative parquet surface including curved elements usually cut with laser equipment."
