career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
528,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,69136.00,183792.00,126464.00,USD,"[{""max"""": 97912.86"," '""min'"": 69136.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 147755.31"," '""min'"": 97912.86"," """"label"""": """"Mid Level""""}"," {'""max'"": 183792.0"," '""min'"": 147755.31"," '""label'"": '""Senior Level'""}]""",1659264000.00,4411008000.00,3035136000.00,VND,"[{'max'"": 2349908598"," '""min'"": 1659264000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3546127358"," '""min'"": 2349908598"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4411008000"," '""min'"": 3546127358"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
529,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,55374.00,117328.00,86351.00,USD,"[{""max"""": 75655.99"," '""min'"": 55374.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 98694.74"," '""min'"": 75655.99"," """"label"""": """"Mid Level""""}"," {'""max'"": 117328.0"," '""min'"": 98694.74"," '""label'"": '""Senior Level'""}]""",1328976000.00,2815872000.00,2072424000.00,VND,"[{'max'"": 1815743789"," '""min'"": 1328976000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2368673733"," '""min'"": 1815743789"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2815872000"," '""min'"": 2368673733"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
530,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,65653.00,147400.00,106526.00,USD,"[{""max"""": 88829.5"," '""min'"": 65653.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121521.1"," '""min'"": 88829.5"," """"label"""": """"Mid Level""""}"," {'""max'"": 147400.0"," '""min'"": 121521.1"," '""label'"": '""Senior Level'""}]""",1575672000.00,3537600000.00,2556624000.00,VND,"[{'max'"": 2131908056"," '""min'"": 1575672000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2916506301"," '""min'"": 2131908056"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3537600000"," '""min'"": 2916506301"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
531,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,76082.00,156393.00,116237.00,USD,"[{""max"""": 100037.85"," '""min'"": 76082.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 130605.54"," '""min'"": 100037.85"," """"label"""": """"Mid Level""""}"," {'""max'"": 156393.0"," '""min'"": 130605.54"," '""label'"": '""Senior Level'""}]""",1825968000.00,3753432000.00,2789688000.00,VND,"[{'max'"": 2400908383"," '""min'"": 1825968000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3134533013"," '""min'"": 2400908383"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3753432000"," '""min'"": 3134533013"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
532,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,62162.00,104227.00,83194.00,USD,"[{""max"""": 76340.32"," '""min'"": 62162.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 93477.69"," '""min'"": 76340.32"," """"label"""": """"Mid Level""""}"," {'""max'"": 104227.0"," '""min'"": 93477.69"," '""label'"": '""Senior Level'""}]""",1491888000.00,2501448000.00,1996656000.00,VND,"[{'max'"": 1832167711"," '""min'"": 1491888000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2243464652"," '""min'"": 1832167711"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2501448000"," '""min'"": 2243464652"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
533,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,65692.00,185109.00,125400.00,USD,"[{""max"""": 102323.18"," '""min'"": 65692.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 143425.15"," '""min'"": 102323.18"," """"label"""": """"Mid Level""""}"," {'""max'"": 185109.0"," '""min'"": 143425.15"," '""label'"": '""Senior Level'""}]""",1576608000.00,4442616000.00,3009600000.00,VND,"[{'max'"": 2455756295"," '""min'"": 1576608000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3442203536"," '""min'"": 2455756295"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4442616000"," '""min'"": 3442203536"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
534,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,Medium preparation needed. Usually requires 6 months to 2 years of training or experience.,High school diploma required. Associate degree or police academy training preferred.,High school diploma required. Associate degree or police academy training preferred.,65555.00,115955.00,90755.00,USD,"[{""max"""": 80606.43"," '""min'"": 65555.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 98995.07"," '""min'"": 80606.43"," """"label"""": """"Mid Level""""}"," {'""max'"": 115955.0"," '""min'"": 98995.07"," '""label'"": '""Senior Level'""}]""",1573320000.00,2782920000.00,2178120000.00,VND,"[{'max'"": 1934554292"," '""min'"": 1573320000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2375881623"," '""min'"": 1934554292"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2782920000"," '""min'"": 2375881623"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
535,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,73694.00,182496.00,128095.00,USD,"[{""max"""": 110848.88"," '""min'"": 73694.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 182496.0"," '""min'"": 110848.88"," """"label"""": """"Experienced""""}]""",1768656000.00,4379904000.00,3074280000.00,VND,"[{'max'"": 2660373188"," '""min'"": 1768656000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4379904000"," '""min'"": 2660373188"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
538,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,47678.00,188783.00,118230.00,USD,"[{""max"""": 95273.65"," '""min'"": 47678.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 188783.0"," '""min'"": 95273.65"," """"label"""": """"Experienced""""}]""",1144272000.00,4530792000.00,2837520000.00,VND,"[{'max'"": 2286567500"," '""min'"": 1144272000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4530792000"," '""min'"": 2286567500"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
539,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,70177.00,154186.00,112181.00,USD,"[{""max"""": 92133.57"," '""min'"": 70177.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 154186.0"," '""min'"": 92133.57"," """"label"""": """"Experienced""""}]""",1684248000.00,3700464000.00,2692344000.00,VND,"[{'max'"": 2211205588"," '""min'"": 1684248000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3700464000"," '""min'"": 2211205588"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
540,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,72460.00,117033.00,94746.00,USD,"[{""max"""": 87906.59"," '""min'"": 72460.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 117033.0"," '""min'"": 87906.59"," """"label"""": """"Experienced""""}]""",1739040000.00,2808792000.00,2273904000.00,VND,"[{'max'"": 2109758212"," '""min'"": 1739040000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2808792000"," '""min'"": 2109758212"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
541,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,48239.00,110971.00,79605.00,USD,"[{""max"""": 64018.94"," '""min'"": 48239.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 110971.0"," '""min'"": 64018.94"," """"label"""": """"Experienced""""}]""",1157736000.00,2663304000.00,1910520000.00,VND,"[{'max'"": 1536454548"," '""min'"": 1157736000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2663304000"," '""min'"": 1536454548"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
542,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,45351.00,181007.00,113179.00,USD,"[{""max"""": 91153.62"," '""min'"": 45351.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 181007.0"," '""min'"": 91153.62"," """"label"""": """"Experienced""""}]""",1088424000.00,4344168000.00,2716296000.00,VND,"[{'max'"": 2187686805"," '""min'"": 1088424000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4344168000"," '""min'"": 2187686805"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
543,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,77222.00,147922.00,112572.00,USD,"[{""max"""": 98152.89"," '""min'"": 77222.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 147922.0"," '""min'"": 98152.89"," """"label"""": """"Experienced""""}]""",1853328000.00,3550128000.00,2701728000.00,VND,"[{'max'"": 2355669473"," '""min'"": 1853328000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3550128000"," '""min'"": 2355669473"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
544,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,78088.00,168910.00,123499.00,USD,"[{""max"""": 103259.72"," '""min'"": 78088.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 168910.0"," '""min'"": 103259.72"," """"label"""": """"Experienced""""}]""",1874112000.00,4053840000.00,2963976000.00,VND,"[{'max'"": 2478233371"," '""min'"": 1874112000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4053840000"," '""min'"": 2478233371"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
545,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,55257.00,124832.00,90044.00,USD,"[{""max"""": 79400.36"," '""min'"": 55257.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 124832.0"," '""min'"": 79400.36"," """"label"""": """"Experienced""""}]""",1326168000.00,2995968000.00,2161056000.00,VND,"[{'max'"": 1905608721"," '""min'"": 1326168000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2995968000"," '""min'"": 1905608721"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
546,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,56304.00,148666.00,102485.00,USD,"[{""max"""": 85337.78"," '""min'"": 56304.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 148666.0"," '""min'"": 85337.78"," """"label"""": """"Experienced""""}]""",1351296000.00,3567984000.00,2459640000.00,VND,"[{'max'"": 2048106778"," '""min'"": 1351296000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3567984000"," '""min'"": 2048106778"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
547,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,43848.00,186964.00,115406.00,USD,"[{""max"""": 84465.0"," '""min'"": 43848.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 186964.0"," '""min'"": 84465.0"," """"label"""": """"Experienced""""}]""",1052352000.00,4487136000.00,2769744000.00,VND,"[{'max'"": 2027160086"," '""min'"": 1052352000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4487136000"," '""min'"": 2027160086"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
548,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,56266.00,181056.00,118661.00,USD,"[{""max"""": 96100.98"," '""min'"": 56266.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 181056.0"," '""min'"": 96100.98"," """"label"""": """"Experienced""""}]""",1350384000.00,4345344000.00,2847864000.00,VND,"[{'max'"": 2306423483"," '""min'"": 1350384000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4345344000"," '""min'"": 2306423483"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
549,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,63635.00,119373.00,91504.00,USD,"[{""max"""": 79016.71"," '""min'"": 63635.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 119373.0"," '""min'"": 79016.71"," """"label"""": """"Experienced""""}]""",1527240000.00,2864952000.00,2196096000.00,VND,"[{'max'"": 1896401059"," '""min'"": 1527240000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2864952000"," '""min'"": 1896401059"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
550,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,42204.00,152679.00,97441.00,USD,"[{""max"""": 76719.63"," '""min'"": 42204.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 152679.0"," '""min'"": 76719.63"," """"label"""": """"Experienced""""}]""",1012896000.00,3664296000.00,2338584000.00,VND,"[{'max'"": 1841271140"," '""min'"": 1012896000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3664296000"," '""min'"": 1841271140"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
551,Some preparation needed. Usually requires few months of food service experience.,Some preparation needed. Usually requires few months of food service experience.,High school diploma preferred. Food safety certification often required.,High school diploma preferred. Food safety certification often required.,59855.00,147839.00,103847.00,USD,"[{""max"""": 86184.07"," '""min'"": 59855.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 147839.0"," '""min'"": 86184.07"," """"label"""": """"Experienced""""}]""",1436520000.00,3548136000.00,2492328000.00,VND,"[{'max'"": 2068417624"," '""min'"": 1436520000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3548136000"," '""min'"": 2068417624"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
552,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,59460.00,137218.00,98339.00,USD,"[{""max"""": 85952.41"," '""min'"": 59460.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 137218.0"," '""min'"": 85952.41"," """"label"""": """"Experienced""""}]""",1427040000.00,3293232000.00,2360136000.00,VND,"[{'max'"": 2062857911"," '""min'"": 1427040000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3293232000"," '""min'"": 2062857911"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
553,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,59294.00,154808.00,107051.00,USD,"[{""max"""": 85930.18"," '""min'"": 59294.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 154808.0"," '""min'"": 85930.18"," """"label"""": """"Experienced""""}]""",1423056000.00,3715392000.00,2569224000.00,VND,"[{'max'"": 2062324317"," '""min'"": 1423056000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3715392000"," '""min'"": 2062324317"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
554,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,54327.00,136898.00,95612.00,USD,"[{""max"""": 81663.87"," '""min'"": 54327.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 136898.0"," '""min'"": 81663.87"," """"label"""": """"Experienced""""}]""",1303848000.00,3285552000.00,2294688000.00,VND,"[{'max'"": 1959932918"," '""min'"": 1303848000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3285552000"," '""min'"": 1959932918"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
555,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,44503.00,119051.00,81777.00,USD,"[{""max"""": 68289.25"," '""min'"": 44503.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 119051.0"," '""min'"": 68289.25"," """"label"""": """"Experienced""""}]""",1068072000.00,2857224000.00,1962648000.00,VND,"[{'max'"": 1638941885"," '""min'"": 1068072000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2857224000"," '""min'"": 1638941885"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
556,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,68995.00,180400.00,124697.00,USD,"[{""max"""": 100476.2"," '""min'"": 68995.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 180400.0"," '""min'"": 100476.2"," """"label"""": """"Experienced""""}]""",1655880000.00,4329600000.00,2992728000.00,VND,"[{'max'"": 2411428821"," '""min'"": 1655880000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4329600000"," '""min'"": 2411428821"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
557,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,43845.00,143942.00,93893.00,USD,"[{""max"""": 77749.41"," '""min'"": 43845.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 143942.0"," '""min'"": 77749.41"," """"label"""": """"Experienced""""}]""",1052280000.00,3454608000.00,2253432000.00,VND,"[{'max'"": 1865985846"," '""min'"": 1052280000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3454608000"," '""min'"": 1865985846"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
558,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,59496.00,155756.00,107626.00,USD,"[{""max"""": 92666.48"," '""min'"": 59496.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 155756.0"," '""min'"": 92666.48"," """"label"""": """"Experienced""""}]""",1427904000.00,3738144000.00,2583024000.00,VND,"[{'max'"": 2223995519"," '""min'"": 1427904000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3738144000"," '""min'"": 2223995519"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
559,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,Some preparation needed. Usually requires few months to 1 year of maintenance experience.,High school diploma preferred. Specialized training for technical positions.,High school diploma preferred. Specialized training for technical positions.,67807.00,173934.00,120870.00,USD,"[{""max"""": 95265.34"," '""min'"": 67807.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 173934.0"," '""min'"": 95265.34"," """"label"""": """"Experienced""""}]""",1627368000.00,4174416000.00,2900880000.00,VND,"[{'max'"": 2286368235"," '""min'"": 1627368000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4174416000"," '""min'"": 2286368235"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
560,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,42293.00,123232.00,82762.00,USD,"[{""max"""": 63593.78"," '""min'"": 42293.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 123232.0"," '""min'"": 63593.78"," """"label"""": """"Experienced""""}]""",1015032000.00,2957568000.00,1986288000.00,VND,"[{'max'"": 1526250685"," '""min'"": 1015032000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2957568000"," '""min'"": 1526250685"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
561,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,62366.00,123271.00,92818.00,USD,"[{""max"""": 77954.48"," '""min'"": 62366.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 123271.0"," '""min'"": 77954.48"," """"label"""": """"Experienced""""}]""",1496784000.00,2958504000.00,2227632000.00,VND,"[{'max'"": 1870907481"," '""min'"": 1496784000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2958504000"," '""min'"": 1870907481"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
562,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,50947.00,123093.00,87020.00,USD,"[{""max"""": 71102.94"," '""min'"": 50947.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 123093.0"," '""min'"": 71102.94"," """"label"""": """"Experienced""""}]""",1222728000.00,2954232000.00,2088480000.00,VND,"[{'max'"": 1706470479"," '""min'"": 1222728000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2954232000"," '""min'"": 1706470479"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
563,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,50547.00,183944.00,117245.00,USD,"[{""max"""": 95428.25"," '""min'"": 50547.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 183944.0"," '""min'"": 95428.25"," """"label"""": """"Experienced""""}]""",1213128000.00,4414656000.00,2813880000.00,VND,"[{'max'"": 2290277992"," '""min'"": 1213128000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4414656000"," '""min'"": 2290277992"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
564,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,50891.00,121262.00,86076.00,USD,"[{""max"""": 75504.58"," '""min'"": 50891.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121262.0"," '""min'"": 75504.58"," """"label"""": """"Experienced""""}]""",1221384000.00,2910288000.00,2065824000.00,VND,"[{'max'"": 1812109823"," '""min'"": 1221384000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2910288000"," '""min'"": 1812109823"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
565,Some preparation needed. Usually requires few months to 1 year of service experience.,Some preparation needed. Usually requires few months to 1 year of service experience.,High school diploma required. Certificate or license often required.,High school diploma required. Certificate or license often required.,77071.00,179630.00,128350.00,USD,"[{""max"""": 112081.53"," '""min'"": 77071.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 179630.0"," '""min'"": 112081.53"," """"label"""": """"Experienced""""}]""",1849704000.00,4311120000.00,3080400000.00,VND,"[{'max'"": 2689956741"," '""min'"": 1849704000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 4311120000"," '""min'"": 2689956741"," '""label'"": '""Experienced'""}]""",2026-01-27 15:44:54.424881+00
